"Stand_CN","Stand_ID","Variant","Inv_Year","Groups","AddFiles","FVSKeywords","Latitude","Longitude","Region","Forest","District","Compartment","Location","Ecoregion","PV_Code","PV_Ref_Code","Age","Aspect","Slope","Elevation","ElevFt","Basal_Area_Factor","Inv_Plot_Size","Brk_DBH","Num_Plots","NonStk_Plots","Sam_Wt","Stk_Pcnt","DG_Trans","DG_Measure","HTG_Trans","HTG_Measure","Mort_Measure","Max_Ba","Max_SDI","Site_Species","Site_Index","Model_Type","Physio_Region","Forest_Type","County","Fuel_Model","Fuel_0_25","Fuel_25_1","Fuel_0_1","Fuel_1_3","Fuel_3_6","Fuel_6_12","Fuel_gt_12","Fuel_Litter","Fuel_Duff","Photo_Ref","Photo_code","GIS_ID","state","streamType","streamSize"
"2040","7857","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,32,281.00,43.00,,315.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",115.00,,,,,,,,,,,,,,,,"Y",7857,"OR",,
"129525","7858","OP",2014,"0",,,,,6,3,,,603,,"CHS156",,35,217.00,12.00,,365.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",116.00,,,,,,,,,,,,,,,,"Y",7858,"OR",,
"134049","7859","OP",2014,"0",,,,,6,12,,,612,,"CHS122",,31,52.00,9.00,,149.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",116.00,,,,,,,,,,,,,,,,"Y",7859,"OR","FISH","Large"
"30138","786","OP",2014,"0",,,,,6,12,,,612,,"CHF122",,34,109.66,35.48,,140.85,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",123.00,,,,,,,,,,,,,,,,,786,"OR","FISH","Small"
"369","7860","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,69,295.00,15.00,,289.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",115.00,,,,,,,,,,,,,,,,"Y",7860,"OR",,
"369","7861","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,69,168.00,37.00,,400.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",116.00,,,,,,,,,,,,,,,,"Y",7861,"OR",,
"135985","7862","OP",2014,"0",,,,,6,12,,,612,,"CHS122",,113,224.00,20.00,,349.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",115.00,,,,,,,,,,,,,,,,"Y",7862,"OR",,
"134049","7863","OP",2014,"0",,,,,6,12,,,612,,"CHS122",,31,196.00,17.00,,233.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",112.00,,,,,,,,,,,,,,,,"Y",7863,"OR",,
"79168","7864","OP",2014,"0",,,,,6,12,,,612,,,,16,263.00,17.00,,238.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",115.00,,,,,,,,,,,,,,,,"Y",7864,"OR",,
"150157","7865","OP",2014,"0",,,,,6,3,,,603,,"CDS212",,28,68.00,14.00,,203.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",112.00,,,,,,,,,,,,,,,,"Y",7865,"OR",,
"141764","7866","OP",2014,"0",,,,,6,12,,,612,,"CH",,84,173.00,42.00,,389.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",111.00,,,,,,,,,,,,,,,,"Y",7866,"OR",,
"349","7867","OP",2014,"0",,,,,6,3,,,603,,"n.a.",,59,81.00,11.00,,199.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",115.00,,,,,,,,,,,,,,,,"Y",7867,"OR",,
"2010","7868","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,80,279.00,17.00,,257.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",116.00,,,,,,,,,,,,,,,,"Y",7868,"OR","FISH","Medium"
"360","7869","OP",2014,"0",,,,,6,3,,,603,,"n.a.",,30,60.00,14.00,,192.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",112.00,,,,,,,,,,,,,,,,"Y",7869,"OR",,
"87250","787","OP",2014,"0",,,,,6,12,,,612,,"CHS421",,28,237.18,40.26,,142.68,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",123.00,,,,,,,,,,,,,,,,,787,"OR","N",
"30583","7870","OP",2014,"0",,,,,6,12,,,612,,"CHS122",,50,152.00,18.00,,276.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",116.00,,,,,,,,,,,,,,,,"Y",7870,"OR",,
"83927","7871","OP",2014,"0",,,,,6,12,,,612,,"CHS230",,68,87.00,19.00,,234.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",112.00,,,,,,,,,,,,,,,,"Y",7871,"OR",,
"2000","7872","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,60,189.00,17.00,,362.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",115.00,,,,,,,,,,,,,,,,"Y",7872,"OR",,
"2010","7873","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,80,250.00,19.00,,265.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",116.00,,,,,,,,,,,,,,,,"Y",7873,"OR",,
"83927","7874","OP",2014,"0",,,,,6,12,,,612,,"CHS230",,68,243.00,24.00,,275.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",116.00,,,,,,,,,,,,,,,,"Y",7874,"OR",,
"369","7875","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,69,183.00,59.00,,375.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",115.00,,,,,,,,,,,,,,,,"Y",7875,"OR",,
"83927","7876","OP",2014,"0",,,,,6,12,,,612,,"CHS230",,68,300.00,31.00,,276.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",115.00,,,,,,,,,,,,,,,,"Y",7876,"OR",,
"83927","7877","OP",2014,"0",,,,,6,12,,,612,,"CHS230",,68,136.00,20.00,,252.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",112.00,,,,,,,,,,,,,,,,"Y",7877,"OR",,
"83927","7878","OP",2014,"0",,,,,6,12,,,612,,"CHS230",,68,38.00,41.00,,287.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",115.00,,,,,,,,,,,,,,,,"Y",7878,"OR",,
"30583","7879","OP",2014,"0",,,,,6,12,,,612,,"CHS122",,50,194.00,20.00,,504.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",111.00,,,,,,,,,,,,,,,,"Y",7879,"OR",,
"81698","788","OP",2014,"0",,,,,6,12,,,612,,"CDC714",,46,140.48,34.34,,231.28,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",123.00,,,,,,,,,,,,,,,,,788,"OR","N",
"349","7880","OP",2014,"0",,,,,6,3,,,603,,"n.a.",,59,75.00,12.00,,214.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",115.00,,,,,,,,,,,,,,,,"Y",7880,"OR",,
"135985","7881","OP",2014,"0",,,,,6,12,,,612,,"CHS122",,113,154.00,12.00,,295.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",116.00,,,,,,,,,,,,,,,,"Y",7881,"OR",,
"2010","7882","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,80,209.00,23.00,,90.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",112.00,,,,,,,,,,,,,,,,"Y",7882,"OR",,
"83927","7883","OP",2014,"0",,,,,6,12,,,612,,"CHS230",,68,97.00,32.00,,274.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",112.00,,,,,,,,,,,,,,,,"Y",7883,"OR",,
"83927","7884","OP",2014,"0",,,,,6,12,,,612,,"CHS230",,68,37.00,13.00,,232.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",112.00,,,,,,,,,,,,,,,,"Y",7884,"OR","N","Small"
"349","7885","OP",2014,"0",,,,,6,3,,,603,,"n.a.",,59,76.00,15.00,,213.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",112.00,,,,,,,,,,,,,,,,"Y",7885,"OR",,
"2010","7886","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,80,114.00,11.00,,174.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",112.00,,,,,,,,,,,,,,,,"Y",7886,"OR",,
"141592","7887","OP",2014,"0",,,,,6,12,,,612,,"CHS231",,35,186.00,14.00,,247.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",112.00,,,,,,,,,,,,,,,,"Y",7887,"OR",,
"107335","7888","OP",2014,"0",,,,,6,12,,,612,,"CHS164",,116,129.00,44.00,,327.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",116.00,,,,,,,,,,,,,,,,"Y",7888,"OR",,
"369","7889","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,69,119.00,44.00,,389.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",112.00,,,,,,,,,,,,,,,,"Y",7889,"OR",,
"49","789","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,35,193.45,30.88,,202.46,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",123.00,,,,,,,,,,,,,,,,,789,"OR","N",
"83927","7890","OP",2014,"0",,,,,6,12,,,612,,"CHS230",,68,131.00,13.00,,253.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",115.00,,,,,,,,,,,,,,,,"Y",7890,"OR",,
"30583","7891","OP",2014,"0",,,,,6,12,,,612,,"CHS122",,50,205.00,15.00,,480.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",112.00,,,,,,,,,,,,,,,,"Y",7891,"OR","N","Small"
"82093","7892","OP",2014,"0",,,,,6,12,,,612,,"CWS528",,27,95.00,68.00,,514.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",115.00,,,,,,,,,,,,,,,,"Y",7892,"OR",,
"360","7893","OP",2014,"0",,,,,6,3,,,603,,"n.a.",,30,61.00,14.00,,173.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",116.00,,,,,,,,,,,,,,,,"Y",7893,"OR","N","Small"
"2010","7894","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,80,67.00,19.00,,130.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",116.00,,,,,,,,,,,,,,,,"Y",7894,"OR","FISH","Large"
"2010","7895","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,80,228.00,17.00,,256.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",112.00,,,,,,,,,,,,,,,,"Y",7895,"OR","FISH","Small"
"2010","7896","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,80,225.00,14.00,,157.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",115.00,,,,,,,,,,,,,,,,"Y",7896,"OR",,
"134625","7897","OP",2014,"0",,,,,6,12,,,612,,"CHS122",,34,301.00,39.00,,284.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",116.00,,,,,,,,,,,,,,,,"Y",7897,"OR",,
"83927","7898","OP",2014,"0",,,,,6,12,,,612,,"CHS230",,68,283.00,21.00,,326.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",112.00,,,,,,,,,,,,,,,,"Y",7898,"OR",,
"83927","7899","OP",2014,"0",,,,,6,12,,,612,,"CHS230",,68,73.00,28.00,,247.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",115.00,,,,,,,,,,,,,,,,"Y",7899,"OR",,
"30382","79","OP",2014,"0",,,,,6,12,,,612,,"CHS121",,70,311.06,52.59,,326.81,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",119.00,,,,,,,,,,,,,,,,,79,"OR",,
"140988","790","OP",2014,"0",,,,,6,12,,,612,,"CD",,29,139.09,18.87,,271.87,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",123.00,,,,,,,,,,,,,,,,,790,"OR",,
"2022","7900","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,70,78.00,8.00,,143.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",115.00,,,,,,,,,,,,,,,,"Y",7900,"OR",,
"2010","7901","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,80,91.00,7.00,,151.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",115.00,,,,,,,,,,,,,,,,"Y",7901,"OR",,
"360","7902","OP",2014,"0",,,,,6,3,,,603,,"n.a.",,30,40.00,37.00,,351.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",113.00,,,,,,,,,,,,,,,,"Y",7902,"OR",,
"83927","7903","OP",2014,"0",,,,,6,12,,,612,,"CHS230",,68,45.00,46.00,,252.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",113.00,,,,,,,,,,,,,,,,"Y",7903,"OR",,
"2010","7904","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,80,60.00,14.00,,136.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",115.00,,,,,,,,,,,,,,,,"Y",7904,"OR","FISH","Large"
"135985","7905","OP",2014,"0",,,,,6,12,,,612,,"CHS122",,113,52.00,15.00,,202.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",116.00,,,,,,,,,,,,,,,,"Y",7905,"OR","FISH","Medium"
"107338","7906","OP",2014,"0",,,,,6,12,,,612,,"CHS156",,98,154.00,25.00,,398.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",111.00,,,,,,,,,,,,,,,,"Y",7906,"OR","FISH","Medium"
"349","7907","OP",2014,"0",,,,,6,3,,,603,,"n.a.",,59,60.00,12.00,,198.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",115.00,,,,,,,,,,,,,,,,"Y",7907,"OR",,
"79781","7908","OP",2014,"0",,,,,6,6,,,606,,"3.",,56,242.00,29.00,,249.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",116.00,,,,,,,,,,,,,,,,"Y",7908,"OR",,
"251","7909","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,62,137.00,25.00,,237.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",116.00,,,,,,,,,,,,,,,,"Y",7909,"OR",,
"141372","791","OP",2014,"0",,,,,6,12,,,612,,"CDS217",,23,139.15,44.13,,230.83,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",123.00,,,,,,,,,,,,,,,,,791,"OR","N",
"2000","7910","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,60,242.00,29.00,,660.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",115.00,,,,,,,,,,,,,,,,"Y",7910,"OR",,
"2010","7911","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,80,47.00,12.00,,127.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",112.00,,,,,,,,,,,,,,,,"Y",7911,"OR",,
"2045","7912","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,75,241.00,15.00,,119.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",115.00,,,,,,,,,,,,,,,,"Y",7912,"OR",,
"2000","7913","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,60,141.00,10.00,,375.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",111.00,,,,,,,,,,,,,,,,"Y",7913,"OR",,
"135985","7914","OP",2014,"0",,,,,6,12,,,612,,"CHS122",,113,68.00,14.00,,191.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",115.00,,,,,,,,,,,,,,,,"Y",7914,"OR",,
"360","7915","OP",2014,"0",,,,,6,3,,,603,,"n.a.",,30,143.00,10.00,,373.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",115.00,,,,,,,,,,,,,,,,"Y",7915,"OR",,
"2010","7916","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,80,279.00,20.00,,138.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",115.00,,,,,,,,,,,,,,,,"Y",7916,"OR","FISH","Small"
"80950","7917","OP",2014,"0",,,,,6,12,,,612,,"CHS222",,28,236.00,38.00,,175.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",112.00,,,,,,,,,,,,,,,,"Y",7917,"OR",,
"134049","7918","OP",2014,"0",,,,,6,12,,,612,,"CHS122",,31,275.00,18.00,,238.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",115.00,,,,,,,,,,,,,,,,"Y",7918,"OR","FISH","Small"
"349","7919","OP",2014,"0",,,,,6,3,,,603,,"n.a.",,59,77.00,10.00,,187.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",112.00,,,,,,,,,,,,,,,,"Y",7919,"OR",,
"140988","792","OP",2014,"0",,,,,6,12,,,612,,"CD",,29,44.97,12.23,,275.61,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",123.00,,,,,,,,,,,,,,,,,792,"OR","N",
"84179","7920","OP",2014,"0",,,,,6,12,,,612,,"CHS156",,69,287.00,18.00,,226.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",112.00,,,,,,,,,,,,,,,,"Y",7920,"OR",,
"2040","7921","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,32,237.00,19.00,,264.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",116.00,,,,,,,,,,,,,,,,"Y",7921,"OR",,
"83927","7922","OP",2014,"0",,,,,6,12,,,612,,"CHS230",,68,209.00,17.00,,369.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",115.00,,,,,,,,,,,,,,,,"Y",7922,"OR",,
"135985","7923","OP",2014,"0",,,,,6,12,,,612,,"CHS122",,113,45.00,42.00,,230.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",112.00,,,,,,,,,,,,,,,,"Y",7923,"OR",,
"84179","7924","OP",2014,"0",,,,,6,12,,,612,,"CHS156",,69,219.00,20.00,,272.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",116.00,,,,,,,,,,,,,,,,"Y",7924,"OR",,
"349","7925","OP",2014,"0",,,,,6,3,,,603,,"n.a.",,59,123.00,9.00,,178.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",112.00,,,,,,,,,,,,,,,,"Y",7925,"OR",,
"83927","7926","OP",2014,"0",,,,,6,12,,,612,,"CHS230",,68,136.00,32.00,,345.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",112.00,,,,,,,,,,,,,,,,"Y",7926,"OR",,
"150014","7927","OP",2014,"0",,,,,6,12,,,612,,"CHF142",,40,94.00,29.00,,277.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",111.00,,,,,,,,,,,,,,,,"Y",7927,"OR",,
"367","7928","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,11,107.00,14.00,,504.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",115.00,,,,,,,,,,,,,,,,"Y",7928,"OR",,
"30596","7929","OP",2014,"0",,,,,6,3,,,603,,"CHF122",,55,233.00,17.00,,261.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",111.00,,,,,,,,,,,,,,,,"Y",7929,"OR",,
"29924","793","OP",2014,"0",,,,,6,11,,,611,,"CDC421",,165,192.50,17.18,,266.86,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",123.00,,,,,,,,,,,,,,,,,793,"OR",,
"2010","7930","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,80,125.00,10.00,,174.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",111.00,,,,,,,,,,,,,,,,"Y",7930,"OR",,
"83927","7931","OP",2014,"0",,,,,6,12,,,612,,"CHS230",,68,133.00,36.00,,293.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",116.00,,,,,,,,,,,,,,,,"Y",7931,"OR","FISH","Medium"
"2088","7932","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,59,145.00,17.00,,493.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",112.00,,,,,,,,,,,,,,,,"Y",7932,"OR",,
"83927","7933","OP",2014,"0",,,,,6,12,,,612,,"CHS230",,68,176.00,27.00,,268.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",112.00,,,,,,,,,,,,,,,,"Y",7933,"OR",,
"369","7934","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,69,287.00,23.00,,430.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",115.00,,,,,,,,,,,,,,,,"Y",7934,"OR",,
"360","7935","OP",2014,"0",,,,,6,3,,,603,,"n.a.",,30,55.00,12.00,,181.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",115.00,,,,,,,,,,,,,,,,"Y",7935,"OR",,
"84179","7936","OP",2014,"0",,,,,6,12,,,612,,"CHS156",,69,279.00,14.00,,248.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",115.00,,,,,,,,,,,,,,,,"Y",7936,"OR",,
"2010","7937","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,80,92.00,11.00,,161.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",115.00,,,,,,,,,,,,,,,,"Y",7937,"OR",,
"369","7938","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,69,213.00,18.00,,317.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",115.00,,,,,,,,,,,,,,,,"Y",7938,"OR",,
"83927","7939","OP",2014,"0",,,,,6,12,,,612,,"CHS230",,68,197.00,28.00,,350.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",115.00,,,,,,,,,,,,,,,,"Y",7939,"OR",,
"30202","794","OP",2014,"0",,,,,6,12,,,612,,"CDS522",,25,191.25,24.41,,285.51,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",123.00,,,,,,,,,,,,,,,,,794,"OR",,
"134049","7940","OP",2014,"0",,,,,6,12,,,612,,"CHS122",,31,146.00,8.00,,158.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",115.00,,,,,,,,,,,,,,,,"Y",7940,"OR",,
"2040","7941","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,32,200.00,16.00,,249.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",112.00,,,,,,,,,,,,,,,,"Y",7941,"OR",,
"89414","7942","OP",2014,"0",,,,,6,12,,,612,,"CHF124",,32,42.00,42.00,,312.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",112.00,,,,,,,,,,,,,,,,"Y",7942,"OR",,
"2010","7943","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,80,197.00,20.00,,136.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",115.00,,,,,,,,,,,,,,,,"Y",7943,"OR","FISH","Medium"
"83927","7944","OP",2014,"0",,,,,6,12,,,612,,"CHS230",,68,97.00,12.00,,224.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",111.00,,,,,,,,,,,,,,,,"Y",7944,"OR",,
"141795","7945","OP",2014,"0",,,,,6,3,,,603,,"CDS312",,15,44.00,32.00,,231.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",115.00,,,,,,,,,,,,,,,,"Y",7945,"OR",,
"2010","7946","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,80,277.00,23.00,,121.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",115.00,,,,,,,,,,,,,,,,"Y",7946,"OR",,
"2010","7947","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,80,155.00,13.00,,271.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",115.00,,,,,,,,,,,,,,,,"Y",7947,"OR",,
"2010","7948","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,80,95.00,11.00,,181.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",115.00,,,,,,,,,,,,,,,,"Y",7948,"OR",,
"84179","7949","OP",2014,"0",,,,,6,12,,,612,,"CHS156",,69,132.00,16.00,,253.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",112.00,,,,,,,,,,,,,,,,"Y",7949,"OR",,
"82342","795","OP",2014,"0",,,,,6,12,,,612,,"CDS512",,28,148.45,13.74,,245.98,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",123.00,,,,,,,,,,,,,,,,,795,"OR",,
"82106","7950","OP",2014,"0",,,,,6,6,,,606,,"CHF123",,89,303.00,19.00,,349.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",115.00,,,,,,,,,,,,,,,,"Y",7950,"OR",,
"369","7951","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,69,109.00,13.00,,166.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",112.00,,,,,,,,,,,,,,,,"Y",7951,"OR",,
"134049","7952","OP",2014,"0",,,,,6,12,,,612,,"CHS122",,31,60.00,8.00,,142.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",112.00,,,,,,,,,,,,,,,,"Y",7952,"OR",,
"134049","7953","OP",2014,"0",,,,,6,12,,,612,,"CHS122",,31,76.00,14.00,,185.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",113.00,,,,,,,,,,,,,,,,"Y",7953,"OR",,
"251","7954","OP",2014,"0",,,,,6,12,,,612,,"n.a.",,62,83.00,58.00,,362.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",115.00,,,,,,,,,,,,,,,,"Y",7954,"OR",,
"360","7955","OP",2014,"0",,,,,6,3,,,603,,"n.a.",,30,146.00,16.00,,233.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",116.00,,,,,,,,,,,,,,,,"Y",7955,"OR",,
"83927","7956","OP",2014,"0",,,,,6,12,,,612,,"CHS230",,68,43.00,41.00,,297.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",112.00,,,,,,,,,,,,,,,,"Y",7956,"OR",,
"80997","7957","OP",2014,"0",,,,,6,3,,,603,,"CDC714",,18,95.00,11.00,,166.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",112.00,,,,,,,,,,,,,,,,"Y",7957,"OR",,
"134049","7958","OP",2014,"0",,,,,6,12,,,612,,"CHS122",,31,87.00,10.00,,147.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",116.00,,,,,,,,,,,,,,,,"Y",7958,"OR",,
"88095","7959","OP",2014,"0",,,,,6,12,,,612,,"CDS512",,90,47.00,35.00,,269.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",115.00,,,,,,,,,,,,,,,,"Y",7959,"OR",,
"25394","796","OP",2014,"0",,,,,6,12,,,612,,"CHS423",,63,110.56,5.18,,270.88,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",123.00,,,,,,,,,,,,,,,,,796,"OR",,
"349","7960","OP",2014,"0",,,,,6,3,,,603,,"n.a.",,59,45.00,14.00,,128.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",116.00,,,,,,,,,,,,,,,,"Y",7960,"OR",,
"134049","7961","OP",2014,"0",,,,,6,12,,,612,,"CHS122",,31,63.00,13.00,,160.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",115.00,,,,,,,,,,,,,,,,"Y",7961,"OR",,
"83927","7962","OP",2014,"0",,,,,6,12,,,612,,"CHS230",,68,67.00,14.00,,215.00,0.00,1.00,999.00,1,0,1.00,,,,,,,,,"DF",111.00,,,,,,,,,,,,,,,,"Y",7962,"OR",,
